size,forward_ms,mart_ms,fbp_ms,psnr_mart,psnr_fbp,ssim_mart,ssim_fbp
64,316.0209655761719,,6.1359405517578125,,20.76001748559285,,0.6389445357311438
128,514.6780014038086,,97.20611572265625,,23.53992987047212,,0.7219390559945149
256,498.8548755645752,,42.047977447509766,,16.38128683581886,,0.3898475990827954
